Word	FREQ
CKFXXXXX2539POS	2
CKFXXXXX2570POS	2
CKFXXXXX2600POS	2
CKFXXXXX2602POS	2
CKFXXXXX2621POS	2
CKFXXXXX2653POS	2
CKFXXXXX2668POS	2
CKFXXXXX2772POS	2
CKFXXXXX2879POS	2
CKFXXXXX2902POS	2
CKFXXXXX2904POS	2
CKFXXXXX2944POS	2
CKFXXXXX2957POS	2
CKFXXXXX2963POS	2
CKFXXXXX3180POS	2
CKFXXXXX3195POS	2
CKFXXXXX3283POS	2
CKFXXXXX3369POS	2
CKFXXXXX3411POS	2
CKFXXXXX3497POS	2
CKFXXXXX3520POS	2
CKFXXXXX3530POS	2
CKFXXXXX3652POS	2
CKFXXXXX3758POS	2
CKFXXXXX3778POS	2
CKFXXXXX3953POS	2
CKFXXXXX4059POS	2
CKFXXXXX4111POS	2
CKFXXXXX4126POS	2
CKFXXXXX4194POS	2
CKFXXXXX4292POS	2
CKFXXXXX4333POS	2
CKFXXXXX4334POS	2
CKFXXXXX4358POS	2
CKFXXXXX4428POS	2
CKFXXXXX4482POS	2
CKFXXXXX4512POS	2
CKFXXXXX4649POS	2
CKFXXXXX4667POS	2
CKFXXXXX4697POS	2
CKFXXXXX4698POS	2
CKFXXXXX4744POS	2
CKFXXXXX4746POS	2
CKFXXXXX4747POS	2
CKFXXXXX4768POS	2
CKFXXXXX4878POS	2
CKFXXXXX4980POS	2
CKFXXXXX5011POS	2
CKFXXXXX5044POS	2
CKFXXXXX5290POS	2
CKFXXXXX5295POS	2
CKFXXXXX5304POS	2
CKFXXXXX5333POS	2
CKFXXXXX5393POS	2
CKFXXXXX5584POS	2
CKFXXXXX5600POS	2
CKFXXXXX5695POS	2
CKFXXXXX5783POS	2
CKFXXXXX5846POS	2
CKFXXXXX5900POS	2
CKFXXXXX5904POS	2
CKFXXXXX6011POS	2
CKFXXXXX6065POS	2
CKFXXXXX6099POS	2
CKFXXXXX6105POS	2
CKFXXXXX6158POS	2
CKFXXXXX6220POS	2
CKFXXXXX6304POS	2
CKFXXXXX6325POS	2
CKFXXXXX6343POS	2
CKFXXXXX6346POS	2
CKFXXXXX6366POS	2
CKFXXXXX6383POS	2
CKFXXXXX6413POS	2
CKFXXXXX6496POS	2
CKFXXXXX6560POS	2
CKFXXXXX6593POS	2
CKFXXXXX6672POS	2
CKFXXXXX6766POS	2
CKFXXXXX6810POS	2
CKFXXXXX6833POS	2
CKFXXXXX6915POS	2
CKFXXXXX6951POS	2
CKFXXXXX6977POS	2
CKFXXXXX7141POS	2
CKFXXXXX7190POS	2
CKFXXXXX7197POS	2
CKFXXXXX7305POS	2
CKFXXXXX7308POS	2
CKFXXXXX7311POS	2
CKFXXXXX7403POS	2
CKFXXXXX7584POS	2
CKFXXXXX7636POS	2
CKFXXXXX7739POS	2
CKFXXXXX7802POS	2
CKFXXXXX7839POS	2
CKFXXXXX7896POS	2
CKFXXXXX7962POS	2
CKFXXXXX7983POS	2
CKFXXXXX7995POS	2
CKFXXXXX8002POS	2
CKFXXXXX8083POS	2
CKFXXXXX8203POS	2
CKFXXXXX8238POS	2
CKFXXXXX8323POS	2
CKFXXXXX8325POS	2
CKFXXXXX8377POS	2
CKFXXXXX8440POS	2
CKFXXXXX8553POS	2
CKFXXXXX8625POS	2
CKFXXXXX8629POS	2
CKFXXXXX8640POS	2
CKFXXXXX8723POS	2
CKFXXXXX8773POS	2
CKFXXXXX8793POS	2
CKFXXXXX8803POS	2
CKFXXXXX8890POS	2
CKFXXXXX8939POS	2
CKFXXXXX9019POS	2
CKFXXXXX9139POS	2
CKFXXXXX9231POS	2
CKFXXXXX9316POS	2
CKFXXXXX9492POS	2
CKFXXXXX9653POS	2
CKFXXXXX9658POS	2
CKFXXXXX9660POS	2
CKFXXXXX9765POS	2
CKFXXXXX9855POS	2
CKFXXXXX9867POS	2
CKFXXXXX9876POS	2
CKFXXXXX9889POS	2
CKFXXXXX9931POS	2
CKFXXXXX9998POS	2
CLARKSVI	2
CLARKSVILLETN	2
CLEVELAND	2
closeNote	2
Clothing	2
CNASHVILLE	2
CO07	2
CO09	2
COFRANKLIN	2
COIDXXXXX	2
COLLI	2
COLLIER	2
COLONIA	2
colorado	2
COLUCOLUMBIA	2
COLUMBIACOLUMBIA	2
COM	2
COMMON	2
CONESTOGRAND	2
cool	2
COOP	2
COOPER	2
Coralville	2
CORRAL	2
COUNTRCLEARWATER	2
COUNTRYCLEARWATE	2
CRD4508	2
CREST	2
Crestview	2
CRESTVIEWDILLARDS	2
CRESTVIEWHI	2
Crk	2
CRKAUSTIN	2
CXXXXXXX	2
Dallas	2
DARIO	2
DAWGS	2
Db	2
DDNASHVILLE	2
DdXXX	2
DEBP	2
DEERBROOHUMBLE	2
DEHUMBLE	2
del	2
DEPARTME	2
DEPO	2
dese	2
DILLARDCLAS	2
DINASHVILLE	2
DIRE877	2
DOGWOO	2
DOM	2
Domain	2
dothan	2
DRDILLARDS	2
DTD	2
DU	2
DUNN	2
Durham	2
Eaevansville	2
EASTCHASMONTGOMERY	2
EASTCINCINNATI	2
EASTDAL	2
EASTDALEMONTGOMERY	2
EASTGATCINCINNATI	2
eastwichita	2
EASTWICHITA	2
EASTXXXXX	2
eBill	2
eenhilnashville	2
EFX	2
El	2
ELECTRIC	2
eligible	2
Elite	2
ENI	2
ESPLANDKENNER	2
ESTESDILLARD	2
EUSTIS	2
EXPRES	2
f	2
fa	2
FADEBIT	2
FAFAYETTEVILLE	2
FALLEN	2
FALLTXUS	2
Falmouth	2
FDILLARD	2
Fe	2
FeeDilla	2
FENM	2
FINANCIAL	2
FIREWHGARLAND	2
FirstMerit	2
FLAGSTFLAGSTAFF	2
FLOREN	2
FLORENC	2
FO	2
fran	2
FRANTOLEDO	2
FREEWAY	2
FRONTIE	2
Frtoledo	2
GA02	2
GA08	2
GACard	2
Galincoln	2
GALUS	2
GardenFLUS	2
GAST	2
GASTONIANC	2
gate	2
GATELINCOLN	2
GECR	2
Gecrb	2
GECRBConfirmation	2
gemb	2
GEO	2
GEOBUFORD	2
GEORGEUT	2
Gilbert	2
glendale	2
GOODLET	2
gr	2
GRADILLARDS	2
GRBOWLING	2
Grclarksville	2
GRDillard	2
GREAMENT	2
GREEKY	2
GREENBCHESAPEAKE	2
GREENSP	2
GREENV	2
Greenville	2
GREENWO	2
GREENXXXX	2
GREENXXXXS	2
Gridaho	2
GRIF	2
GRIFFIN	2
GRMENTOR	2
GROU	2
h	2
H7H25P	2
HARLINGTON	2
HARRIS	2
HATTIESB	2
HAY	2
HEI	2
HENDE	2
hevillasheville	2
HICKO	2
HILUSDILLARDS	2
HOU	2
House	2
houston	2
Houston	2
Hurst	2
IACard	2
IBETVPT2DB	2
IDDEBIT	2
IER	2
Ii	2
in3032	2
IN3032	2
IN380	2
IN390	2
INCard	2
INDEPENINDEPENDE	2
ING	2
ININDEPENDENCEMO	2
InquiryDILLARD	2
INTDILLARD	2
INTERNATIONAXXXXXXXXXXXX	2
IS	2
ISDEBIT	2
JCPenney	2
JEFFERS	2
JEFFERSJEFFERSON	2
Jefferso	2
JO	2
JONESBO	2
JOSEDEBIT	2
JXXXXXXXXXK7Y	2
kashana	2
KATON	2
KAY	2
KIOSKKXXXXX	2
KIOSKXXXXXX	2
KKILLEEN	2
klin	2
KNOXVI	2
KYXXXXXXXXXXXXXXXX	2
L22H8H	2
LA08	2
LA09	2
LA25	2
LADILLARD	2
LAFAYET	2
lake	2
LAKECEDAR	2
LASVEGAS	2
lawton	2
LAXXXXNE	2
LCS	2
LEE	2
LEWISVLEWISVILLE	2
lexington	2
LITHONIADEBIT	2
LITTLETONCOUS	2
LIVING	2
LLAWTON	2
LODGE	2
LONGVIE	2
LOUIDEBIT	2
LOUISVI	2
LOUISVILL	2
LOWTELPAY	2
LUAN	2
LUB	2
Lubbock	2
LUTDILLARD	2
LYNNH	2
Ma	2
MAAUGUSTA	2
MAC0461A	2
MACLKXXXXXN0521	2
MACLKXXXXXN0524	2
MACLKXXXXXN0622	2
MACLKXXXXXN0628	2
MACLKXXXXXN0630	2
MACLKXXXXXN0702	2
MACLKXXXXXN0704	2
MACLKXXXXXN0707	2
MACLKXXXXXN0718	2
MACLKXXXXXN0810	2
MACLKXXXXXN0827	2
MACLKXXXXXN0906	2
MACLKXXXXXN0921	2
MACLKXXXXXN1027	2
MACNPXXXXXN0911	2
MACNPXXXXXN1003	2
Macouncil	2
MACTXXXXXXN0906	2
MACWSCD279N0403	2
MACWSCD279N0412	2
MACWSCD279N0503	2
MACWSCD279N1026	2
MACWSCD279N1211	2
MAFT	2
MAKENWOOD	2
MALLBATON	2
MALLOF	2
MANHATMANHATTAN	2
MARKHAM	2
MARUSDILLARDS	2
MASTERCARD	2
MELBO	2
MELITTLETONCOUS	2
MEMORIHOUSTON	2
MERCADODILLARDS	2
MERIDIA	2
MESQ	2
MESUSDILLARDS	2
MIDLANDTX	2
MM2	2
MODILLARDS	2
moine	2
MON	2
MORLANDO	2
MOTHER	2
MPLANTATION	2
MSALINA	2
MT08	2
Murfreesborotn	2
MXXXXX	2
MyCFE	2
MYER	2
MYERSFL	2
N0101	2
N0110	2
N0130	2
N0206	2
N0213	2
N0215	2
N0217	2
N0222	2
N0224	2
N0226	2
N0227	2
N0301	2
N0321	2
N0410	2
N0413	2
N0419	2
N0424	2
N0501	2
N0621	2
N0706	2
N0715	2
N0723	2
N0904	2
N0905	2
N0910	2
N0911	2
N0917	2
N0918	2
N0924	2
N0929	2
N1001	2
N1021	2
N1022	2
N1028	2
N1030	2
N1031	2
N1101	2
N1102	2
N1106	2
N1109	2
N1118	2
N1119	2
N1126	2
N1205	2
N1206	2
N1210	2
N1212	2
N1220	2
N8344	2
Name	2
NAPES	2
Nc	2
NCCard	2
New	2
NEWVA	2
NGUYEN	2
Niles	2
nm	2
NODALLAS	2
NODILLARD	2
Nohurst	2
nole	2
NORMANNORMAN	2
nort	2
NORTCHARLOTTE	2
NORTDILLARDS	2
NORTHLAKECHARLOTTE	2
NORTHLCHARLOTTE	2
NORTHPARKDAVENPORT	2
NORTHPOINTALPHARETTA	2
NORTHSH	2
NORTHW	2
NORTHWE	2
NORTHWOODS	2
nv	2
NV10	2
NVDEBIT	2
NY	2
nyce	2
OAKXXXX	2
OC	2
ock	2
OD	2
ODES	2
OH05	2
OH08	2
OK01	2
OK03	2
OK08	2
OKLAHO	2
OLMS	2
OnCommand	2
online	2
OPEC8J3YHV	2
or	2
ORANGEORLANDO	2
Orlando	2
ORLEADEBIT	2
ORTH	2
OUTER	2
Overdraft	2
Overdrawn	2
OVERTON	2
PAC	2
PADUCA	2
PAKRWAY	2
PAN	2
PARASTU	2
PARKKSUS	2
PARKLITTLE	2
PARKOVERLAND	2
PARKWAHUNTSVILLE	2
PARKWDILLARD	2
PARKXXXX	2
PARU	2
PASEL	2
PASEO	2
PATRIC	2
PATXXXX	2
PAYMENTEdit	2
PDILLARD	2
PECOLUMBUS	2
PEM	2
Pembroke	2
Peoklahoma	2
PERIMEATLANTA	2
PERIMETERATLANTA	2
pes	2
PET	2
PETERSBURG	2
PETERSBURGFL	2
PHONE	2
PHONIX	2
PIK	2
PIKE	2
PIZZERI	2
PLALITTLE	2
PLANTATIDEBIT	2
plantatio	2
PLUTKXXXXXN0630	2
POS039	2
POSIN3030	2
POSIN3033	2
POSIN3043	2
POSIN3044	2
POSIN3300	2
POSIN3900	2
PREFERRED	2
PRESENTED	2
PRINDILLARDS	2
Privilege	2
PRIVILEGE	2
PRODUCE	2
PUEUSDILLARDS	2
PURCHASEDILLARDS	2
PurchaseGOLDEN	2
PURCHASEXXXXXXXXXXXXX	2
PURXXXXE	2
PXXXXAND	2
PYMTEntry	2
RABU	2
RAND	2
RANGE	2
rdov	2
REGENCJACKSONVILLE	2
REVERSE	2
REWARDS	2
RIAL	2
RICHARD	2
RICHMONRICHMOND	2
Rigoodlettsviltn	2
RIMETEATLAN	2
ringfispringfie	2
ROA	2
RODGERS	2
rt	2
RTHPO	2
RUDODILLARDS	2
ry	2
S164	2
S698	2
Sagilbert	2
SALENORTHEAST	2
SALSER	2
SAM	2
SAMTELPAY	2
SANANGELO	2
SANFOR	2
SAVANNAHSAVANNAH	2
SAXXXXXX	2
SCCard	2
SCDEBIT	2
scottsdal	2
Scottsdale	2
SCXXXXDALE	2
semi	2
SERVI	2
SHAWSHAWNEE	2
SHELBYVI	2
SHERMANTX	2
SHORE	2
SHREVE	2
SHREVEPO	2
SHREVEPORTLA	2
SIK	2
SILAS	2
skyphoenix	2
SLIDEL	2
Solittleton	2
something	2
Somissoula	2
Sonorman	2
SOUTHAV	2
SOUTHGATEMISSOULA	2
SOUTHGATESARASOTA	2
SOUTHWESTLITTLETON	2
SPARTAN	2
SPARTANBUDEBIT	2
SPORT	2
SPRINGFIELDMO	2
springfranklin	2
SPRINOKLAHOMA	2
SQST	2
st	2
ST1011	2
St1033	2
STACY	2
STARDILLARDS	2
STATITXUS	2
STDAL	2
STJUSDILLARDS	2
STONEFRISCO	2
STOP	2
STRDILLARDS	2
STREEDILLARD	2
SUITES	2
SUPERSTITMESA	2
SXXXX	2
SXXXXT	2
Synchro	2
SYNCHRO	2
tampa	2
TAPPAHANNOCK	2
TARJETA	2
TDILLARD	2
TELBelk	2
TELESHO	2
TELLowes	2
TELSams	2
Temple	2
Texarkana	2
THEATER	2
TILT	2
TJ	2
TKNOXVILLE	2
TNUS0015	2
TNXXXXXXXXXXXXXXXX	2
TOOL	2
TOWBOISE	2
Towichita	2
TOWNCARY	2
TOWNEDILLARDS	2
TRAMIAMI	2
Trans	2
TransactionXXXXXXXXXXXXX	2
TREASURECO	2
TREVINO	2
Trm	2
TRUST	2
tsanford	2
TUCSO	2
TUCZ	2
TURNTABLE360	2
TXUDEBIT	2
TXUSOffer	2
TXXXXXXXXXXXX	2
TXXXXXXXXXXXXXXXXX	2
TYLE	2
UBRITA	2
UNIVCHAPEL	2
UNIVERSITDILLARDS	2
UP	2
Usage	2
USEQXXXXXX	2
USHOUSTON	2
USSUMM	2
UT04	2
UT05	2
UT06	2
UT08	2
VACard	2
Valentine	2
VEL	2
VERNR	2
VETERANS	2
Via	2
VICKSBUR	2
VICKSBURGMS	2
VICKSBUVICKSBURG	2
VILLAFAIRVIEW	2
VIRGINI	2
VISALIA	2
VOLLM	2
WA	2
WASHING	2
WAY2SAVE	2
WDOUGLASVILLGA	2
Weld	2
WELLING	2
Westheimer	2
WESTRID	2
WFRS	2
WHITNEY	2
wi	2
WILLO	2
WILMIN	2
WILMING	2
winr	2
wire	2
WIREGRWESLEY	2
WithdrawalPayment	2
Withdrwl	2
WOL	2
WOLFC	2
Womemphis	2
WOODXXXXS	2
WORK	2
Wotulsa	2
Wy	2
WYPoint	2
X8135	2
XX0521	2
XX0739	2
XX1012	2
XX1014	2
XX1533	2
XX2193	2
XX2373	2
XX4899	2
XX6138	2
XX6910	2
XX7288	2
XX8504	2
XX8789	2
XX9509	2
XXXXar	2
XXXXIA	2
XXXXLINE	2
XXXXOAKS	2
XXXXS	2
XXXXSVILDEBIT	2
XXXXX0134	2
XXXXX0156	2
XXXXX0817	2
XXXXX0822	2
XXXXX0871	2
XXXXX0968	2
XXXXX0988	2
XXXXX1	2
XXXXX1019	2
XXXXX1051	2
XXXXX1367	2
XXXXX1446	2
XXXXX1466	2
XXXXX1587	2
XXXXX1591	2
XXXXX1623	2
XXXXX1655	2
XXXXX1658	2
XXXXX1753	2
XXXXX1797	2
XXXXX1813	2
XXXXX1863	2
XXXXX1919	2
XXXXX1947	2
XXXXX2045	2
XXXXX2384	2
XXXXX2436	2
XXXXX2613	2
XXXXX2641	2
XXXXX2804	2
XXXXX2820	2
XXXXX3	2
XXXXX3145	2
XXXXX3496	2
XXXXX3517	2
XXXXX3542	2
XXXXX3795	2
XXXXX3878	2
XXXXX3930	2
XXXXX3935	2
XXXXX3954	2
XXXXX4069	2
XXXXX4583	2
XXXXX4612	2
XXXXX4625	2
XXXXX4720	2
XXXXX4872	2
XXXXX4873	2
XXXXX4979	2
XXXXX4987	2
XXXXX5127	2
XXXXX5493	2
XXXXX5810	2
XXXXX5862	2
XXXXX5926	2
XXXXX6	2
XXXXX6050	2
XXXXX6149	2
XXXXX6368	2
XXXXX6426	2
XXXXX6460	2
XXXXX6498	2
XXXXX6581	2
XXXXX6666	2
XXXXX6961	2
XXXXX6980	2
XXXXX7053	2
XXXXX7076	2
XXXXX7128	2
XXXXX7493	2
XXXXX7508	2
XXXXX7521	2
XXXXX7587	2
XXXXX7760	2
XXXXX7817	2
XXXXX7899	2
XXXXX7934	2
XXXXX7974	2
XXXXX8270	2
XXXXX8277	2
XXXXX8489	2
XXXXX8621	2
XXXXX8694	2
XXXXX8785	2
XXXXX8880	2
XXXXX8946	2
XXXXX9021	2
XXXXX9062	2
XXXXX9126	2
XXXXX9379	2
XXXXX9412	2
XXXXX9435	2
XXXXX9549	2
XXXXX9574	2
XXXXX9589	2
XXXXX9650	2
XXXXX9844	2
XXXXX9967	2
XXXXXBRIAR	2
XXXXXWOOD	2
XXXXXX0001	2
XXXXXX0004	2
XXXXXX0009	2
XXXXXX0016	2
XXXXXX0032	2
XXXXXX0036	2
XXXXXX0037	2
XXXXXX0046	2
XXXXXX0048	2
XXXXXX0058	2
XXXXXX0066	2
XXXXXX0077	2
XXXXXX0108	2
XXXXXX0125	2
XXXXXX0142	2
XXXXXX0151	2
XXXXXX0155	2
XXXXXX0161	2
XXXXXX0165	2
XXXXXX0174	2
XXXXXX0182	2
XXXXXX0185	2
XXXXXX0192	2
XXXXXX0219	2
XXXXXX0223	2
XXXXXX0224	2
XXXXXX0229	2
XXXXXX0232	2
XXXXXX0241	2
XXXXXX0242	2
XXXXXX0249	2
XXXXXX0250	2
XXXXXX0252	2
XXXXXX0265	2
XXXXXX0290	2
XXXXXX0294	2
XXXXXX0298	2
XXXXXX0304	2
XXXXXX0324	2
XXXXXX0339	2
XXXXXX0365	2
XXXXXX0372	2
XXXXXX0385	2
XXXXXX0389	2
XXXXXX0397	2
XXXXXX0399	2
XXXXXX0406	2
XXXXXX0407	2
XXXXXX0408	2
XXXXXX0427	2
XXXXXX0443	2
XXXXXX0453	2
XXXXXX0460	2
XXXXXX0469	2
XXXXXX0473	2
XXXXXX0482	2
XXXXXX0483	2
XXXXXX0492	2
XXXXXX0493	2
XXXXXX0524	2
XXXXXX0534	2
XXXXXX0542	2
XXXXXX0543	2
XXXXXX0545	2
XXXXXX0547	2
XXXXXX0558	2
XXXXXX0581	2
XXXXXX0583	2
XXXXXX0600	2
XXXXXX0627	2
XXXXXX0671	2
XXXXXX0677	2
XXXXXX0684	2
XXXXXX0692	2
XXXXXX0700	2
XXXXXX0711	2
XXXXXX0746	2
XXXXXX0751	2
XXXXXX0755	2
XXXXXX0756	2
XXXXXX0757	2
XXXXXX0758	2
XXXXXX0774	2
XXXXXX0807	2
XXXXXX0817	2
XXXXXX0818	2
XXXXXX0840	2
XXXXXX0848	2
XXXXXX0857	2
XXXXXX0868	2
XXXXXX0871	2
XXXXXX0897	2
XXXXXX0912	2
XXXXXX0918	2
XXXXXX0923	2
XXXXXX0941	2
XXXXXX0942	2
XXXXXX0943	2
XXXXXX0952	2
XXXXXX0955	2
XXXXXX0960	2
XXXXXX0969	2
XXXXXX0970	2
XXXXXX0972	2
XXXXXX0977	2
XXXXXX0982	2
XXXXXX0991	2
XXXXXX1008	2
XXXXXX1031	2
XXXXXX1041	2
XXXXXX1057	2
XXXXXX1069	2
XXXXXX1074	2
XXXXXX1076	2
XXXXXX1081	2
XXXXXX1088	2
XXXXXX1091	2
XXXXXX1094	2
XXXXXX1111	2
XXXXXX1112	2
XXXXXX1113	2
XXXXXX1130	2
XXXXXX1140	2
XXXXXX1144	2
XXXXXX1157	2
XXXXXX1158	2
XXXXXX1169	2
XXXXXX1220	2
XXXXXX1227	2
XXXXXX1230	2
XXXXXX1244	2
XXXXXX1254	2
XXXXXX1257	2
XXXXXX1270	2
XXXXXX1280	2
XXXXXX1292	2
XXXXXX1294	2
XXXXXX1296	2
XXXXXX1306	2
XXXXXX1311	2
XXXXXX1316	2
XXXXXX1319	2
XXXXXX1331	2
XXXXXX1351	2
XXXXXX1353	2
XXXXXX1373	2
XXXXXX1375	2
XXXXXX1381	2
XXXXXX1383	2
XXXXXX1404	2
XXXXXX1416	2
XXXXXX1424	2
XXXXXX1441	2
XXXXXX1442	2
XXXXXX1446	2
XXXXXX1450	2
XXXXXX1455	2
XXXXXX1477	2
XXXXXX1480	2
XXXXXX1482	2
XXXXXX1491	2
XXXXXX1492	2
XXXXXX1498	2
XXXXXX1502	2
XXXXXX1504	2
XXXXXX1506	2
XXXXXX1517	2
XXXXXX1520	2
XXXXXX1536	2
XXXXXX1556	2
XXXXXX1557	2
XXXXXX1558	2
XXXXXX1563	2
XXXXXX1574	2
XXXXXX1578	2
XXXXXX1581	2
XXXXXX1600	2
XXXXXX1609	2
XXXXXX1634	2
XXXXXX1640	2
XXXXXX1663	2
XXXXXX1670	2
XXXXXX1671	2
XXXXXX1672	2
XXXXXX1683	2
XXXXXX1708	2
XXXXXX1721	2
XXXXXX1746	2
XXXXXX1756	2
XXXXXX1765	2
XXXXXX1768	2
XXXXXX1781	2
XXXXXX1783	2
XXXXXX1789	2
XXXXXX1790	2
XXXXXX1800	2
XXXXXX1827	2
XXXXXX1846	2
XXXXXX1862	2
XXXXXX1863	2
XXXXXX1878	2
XXXXXX1888	2
XXXXXX1903	2
XXXXXX1904	2
XXXXXX1930	2
XXXXXX1932	2
XXXXXX1943	2
XXXXXX1948	2
XXXXXX1976	2
XXXXXX1995	2
XXXXXX1997	2
XXXXXX1998	2
XXXXXX2004	2
XXXXXX2008	2
XXXXXX2012	2
XXXXXX2020	2
XXXXXX2035	2
XXXXXX2037	2
XXXXXX2044	2
XXXXXX2045	2
XXXXXX2072	2
XXXXXX2075	2
XXXXXX2079	2
XXXXXX2084	2
XXXXXX2093	2
XXXXXX2125	2
XXXXXX2128	2
XXXXXX2129	2
XXXXXX2138	2
XXXXXX2143	2
XXXXXX2157	2
XXXXXX2160	2
XXXXXX2162	2
XXXXXX2166	2
XXXXXX2169	2
XXXXXX2170	2
XXXXXX2191	2
XXXXXX2195	2
XXXXXX2201	2
XXXXXX2202	2
XXXXXX2221	2
XXXXXX2229	2
XXXXXX2245	2
XXXXXX2250	2
XXXXXX2257	2
XXXXXX2268	2
XXXXXX2270	2
XXXXXX2284	2
XXXXXX2291	2
XXXXXX2296	2
XXXXXX2327	2
XXXXXX2330	2
XXXXXX2339	2
XXXXXX2346	2
XXXXXX2355	2
XXXXXX2373	2
XXXXXX2389	2
XXXXXX2398	2
XXXXXX2407	2
XXXXXX2415	2
XXXXXX2420	2
XXXXXX2445	2
XXXXXX2448	2
XXXXXX2466	2
XXXXXX2510	2
XXXXXX2522	2
XXXXXX2550	2
XXXXXX2595	2
XXXXXX2597	2
XXXXXX2599	2
XXXXXX2601	2
XXXXXX2610	2
XXXXXX2621	2
XXXXXX2622	2
XXXXXX2623	2
XXXXXX2624	2
XXXXXX2627	2
XXXXXX2628	2
XXXXXX2632	2
XXXXXX2636	2
XXXXXX2639	2
XXXXXX2641	2
XXXXXX2659	2
XXXXXX2660	2
XXXXXX2661	2
XXXXXX2683	2
XXXXXX2700	2
XXXXXX2706	2
XXXXXX2714	2
XXXXXX2718	2
XXXXXX2720	2
XXXXXX2734	2
XXXXXX2736	2
XXXXXX2740	2
XXXXXX2744	2
XXXXXX2766	2
XXXXXX2777	2
XXXXXX2800	2
XXXXXX2802	2
XXXXXX2822	2
XXXXXX2845	2
XXXXXX2854	2
XXXXXX2855	2
XXXXXX2863	2
XXXXXX2867	2
XXXXXX2883	2
XXXXXX2890	2
XXXXXX2896	2
XXXXXX2901	2
XXXXXX2908	2
XXXXXX2909	2
XXXXXX2912	2
XXXXXX2924	2
XXXXXX2950	2
XXXXXX2956	2
XXXXXX2972	2
XXXXXX2978	2
XXXXXX2984	2
XXXXXX3033	2
XXXXXX3034	2
XXXXXX3044	2
XXXXXX3056	2
XXXXXX3060	2
XXXXXX3065	2
XXXXXX3070	2
XXXXXX3071	2
XXXXXX3098	2
XXXXXX3100	2
XXXXXX3102	2
XXXXXX3110	2
XXXXXX3124	2
XXXXXX3129	2
XXXXXX3130	2
XXXXXX3159	2
XXXXXX3194	2
XXXXXX3216	2
XXXXXX3219	2
XXXXXX3225	2
XXXXXX3236	2
XXXXXX3237	2
XXXXXX3239	2
XXXXXX3240	2
XXXXXX3243	2
XXXXXX3249	2
XXXXXX3255	2
XXXXXX3266	2
XXXXXX3270	2
XXXXXX3277	2
XXXXXX3284	2
XXXXXX3296	2
XXXXXX3318	2
XXXXXX3321	2
XXXXXX3333	2
XXXXXX3340	2
XXXXXX3371	2
XXXXXX3376	2
XXXXXX3386	2
XXXXXX3395	2
XXXXXX3405	2
XXXXXX3406	2
XXXXXX3426	2
XXXXXX3439	2
XXXXXX3440	2
XXXXXX3445	2
XXXXXX3446	2
XXXXXX3481	2
XXXXXX3487	2
XXXXXX3491	2
XXXXXX3503	2
XXXXXX3505	2
XXXXXX3507	2
XXXXXX3508	2
XXXXXX3525	2
XXXXXX3530	2
XXXXXX3589	2
XXXXXX3593	2
XXXXXX3599	2
XXXXXX3604	2
XXXXXX3605	2
XXXXXX3607	2
XXXXXX3631	2
XXXXXX3639	2
XXXXXX3653	2
XXXXXX3659	2
XXXXXX3672	2
XXXXXX3685	2
XXXXXX3701	2
XXXXXX3705	2
XXXXXX3720	2
XXXXXX3729	2
XXXXXX3736	2
XXXXXX3737	2
XXXXXX3748	2
XXXXXX3752	2
XXXXXX3757	2
XXXXXX3761	2
XXXXXX3765	2
XXXXXX3770	2
XXXXXX3774	2
XXXXXX3794	2
XXXXXX3796	2
XXXXXX3803	2
XXXXXX3815	2
XXXXXX3817	2
XXXXXX3825	2
XXXXXX3831	2
XXXXXX3837	2
XXXXXX3845	2
XXXXXX3848	2
XXXXXX3875	2
XXXXXX3899	2
XXXXXX3901	2
XXXXXX3902	2
XXXXXX3904	2
XXXXXX3907	2
XXXXXX3911	2
XXXXXX3919	2
XXXXXX3924	2
XXXXXX3928	2
XXXXXX3931	2
XXXXXX3932	2
XXXXXX3939	2
XXXXXX3941	2
XXXXXX3949	2
XXXXXX3955	2
XXXXXX3995	2
XXXXXX4000	2
XXXXXX4005	2
XXXXXX4007	2
XXXXXX4014	2
XXXXXX4018	2
XXXXXX4045	2
XXXXXX4062	2
XXXXXX4069	2
XXXXXX4086	2
XXXXXX4091	2
XXXXXX4132	2
XXXXXX4145	2
XXXXXX4156	2
XXXXXX4198	2
XXXXXX4204	2
XXXXXX4216	2
XXXXXX4229	2
XXXXXX4240	2
XXXXXX4241	2
XXXXXX4247	2
XXXXXX4257	2
XXXXXX4259	2
XXXXXX4274	2
XXXXXX4280	2
XXXXXX4292	2
XXXXXX4299	2
XXXXXX4309	2
XXXXXX4324	2
XXXXXX4337	2
XXXXXX4363	2
XXXXXX4367	2
XXXXXX4374	2
XXXXXX4390	2
XXXXXX4394	2
XXXXXX4396	2
XXXXXX4432	2
XXXXXX4434	2
XXXXXX4450	2
XXXXXX4458	2
XXXXXX4487	2
XXXXXX4488	2
XXXXXX4490	2
XXXXXX4492	2
XXXXXX4496	2
XXXXXX4501	2
XXXXXX4513	2
XXXXXX4514	2
XXXXXX4518	2
XXXXXX4528	2
XXXXXX4531	2
XXXXXX4537	2
XXXXXX4538	2
XXXXXX4551	2
XXXXXX4560	2
XXXXXX4562	2
XXXXXX4571	2
XXXXXX4574	2
XXXXXX4576	2
XXXXXX4579	2
XXXXXX4582	2
XXXXXX4592	2
XXXXXX4593	2
XXXXXX4595	2
XXXXXX4612	2
